Time,Ultrasonic_p2_01,Ultrasonic_p2_02,Ultrasonic_p2_03,Ultrasonic_p2_04,Ultrasonic_p2_05,Ultrasonic_p2_06,Ultrasonic_p2_07,Ultrasonic_p2_08,Ultrasonic_p2_09,Ultrasonic_p2_10,Ultrasonic_p2_11,Ultrasonic_p2_12,Ultrasonic_p2_13,Ultrasonic_p2_14,Ultrasonic_p2_15,Ultrasonic_p2_16,Ultrasonic_p2_17
31.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.800,
31.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.300,
31.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.700,
31.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.300,
31.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.900,
31.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.100,
31.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.000,
31.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.100,
31.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.400,
31.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.100,
32.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.400,
32.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.200,
32.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.000,
32.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.500,
32.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.900,
32.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.100,
32.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.900,
32.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.100,
32.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.600,
32.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.100,
33.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.300,
33.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.300,
33.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.100,
33.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.600,
33.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.600,
33.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.600,
33.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.600,
33.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.600,
33.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.600,
33.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.600,
34.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.600,
34.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.900,
34.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.400,
34.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.700,
34.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.100,
34.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.500,
34.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.500,
34.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.500,
34.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.500,
34.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.500,
35.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.500,
35.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.500,
35.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.500,
35.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.500,
35.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.500,
35.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.300,
35.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.700,
35.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.700,
35.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.700,
35.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.400,
36.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.500,
36.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.900,
36.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.300,
36.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.100,
36.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.300,
36.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.900,
36.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.400,
36.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.100,
36.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.100,
36.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.100,
37.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.900,
37.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.400,
37.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43.900,
37.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.300,
37.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.100,
37.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.000,
37.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.400,
37.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.400,
37.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.400,
37.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.400,
38.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44.600,
38.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66.800,
38.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66.800,
38.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66.800,
38.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.500,
38.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.500,
38.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.900,
38.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.900,
38.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.900,
38.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.900,
39.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.900,
39.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.900,
39.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.900,
39.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.900,
39.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.900,
39.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.900,
39.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.300,
39.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.000,
39.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.000,
39.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62.200,
40.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41.100,
40.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.700,
40.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.700,
40.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.700,
40.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.700,
40.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.700,
40.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.300,
40.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.300,
40.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.300,
40.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.300,
41.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.300,
41.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.300,
41.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.300,
41.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.300,
41.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.300,
41.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.300,
41.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.300,
41.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.100,
41.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.100,
41.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.800,
42.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.800,
42.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.800,
42.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.800,
42.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,69.700,
42.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,69.700,
42.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66.200,
42.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66.200,
42.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66.200,
42.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66.200,
42.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66.200,
43.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.800,
43.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.000,
43.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.000,
43.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.000,
43.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.900,
43.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.900,
43.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.900,
43.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.900,
43.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.700,
43.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.700,
44.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.400,
44.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.400,
44.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.400,
44.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.700,
44.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.700,
44.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.700,
44.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,91.300,
44.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,91.300,
44.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,91.300,
44.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.200,
45.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38.000,
45.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.700,
45.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.700,
45.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.700,
45.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.700,
45.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.700,
45.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.300,
45.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.400,
45.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.400,
45.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.400,
46.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.400,
46.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.400,
46.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.400,
46.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.400,
46.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.400,
46.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.600,
46.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.400,
46.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.600,
46.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.600,
46.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.600,
47.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.600,
47.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.600,
47.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64.500,
47.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64.500,
47.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64.500,
47.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.300,
47.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.300,
47.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.300,
47.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.300,
47.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.300,
48.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.300,
48.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.300,
48.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,98.600,
48.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41.200,
48.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41.200,
48.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41.200,
48.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41.200,
48.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41.200,
48.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63.400,
48.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63.400,
49.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63.400,
49.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63.400,
49.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63.400,
49.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63.400,
49.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.300,
49.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.800,
49.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,99.200,
49.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,99.200,
49.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.800,
49.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66.200,
50.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66.200,
50.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61.400,
50.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.200,
50.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.900,
50.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.900,
50.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.900,
50.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90.900,
50.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.200,
50.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.100,
50.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.300,
51.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.300,
51.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.900,
51.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.900,
51.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.900,
51.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66.100,
51.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66.100,
51.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66.100,
51.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.500,
51.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.500,
51.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.800,
52.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64.100,
52.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.300,
52.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66.000,
52.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62.600,
52.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62.600,
52.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62.600,
52.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62.600,
52.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79.200,
52.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44.800,
52.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61.600,
53.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61.600,
53.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61.600,
53.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,68.100,
53.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,68.100,
53.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,68.100,
53.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,68.100,
53.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,68.100,
53.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,68.100,
53.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.500,
53.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.500,
54.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.500,
54.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.700,
54.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.700,
54.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.700,
54.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.700,
54.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.000,
54.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.000,
54.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.000,
54.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.800,
54.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.800,
55.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.000,
55.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.700,
55.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.700,
55.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.700,
55.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.700,
55.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.100,
55.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.000,
55.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.200,
55.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.200,
55.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.200,
56.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.200,
56.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.200,
56.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.200,
56.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,98.200,
56.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,98.200,
56.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,98.200,
56.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,98.200,
56.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.600,
56.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.600,
56.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33.600,
57.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.000,
57.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.000,
57.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.900,
57.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.900,
57.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.900,
57.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63.700,
57.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.200,
57.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.200,
57.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.200,
57.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.200,
58.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,91.300,
58.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.200,
58.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.200,
58.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.200,
58.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.200,
58.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.200,
58.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.200,
58.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.400,
58.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.400,
58.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.400,
59.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.400,
59.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.400,
59.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61.700,
59.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61.700,
59.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.700,
59.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.600,
59.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.400,
59.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.400,
59.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.300,
59.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.300,
60.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.300,
60.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.300,
60.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.300,
60.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64.900,
60.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64.900,
60.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64.900,
60.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64.900,
60.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64.900,
60.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64.900,
60.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64.900,
61.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64.900,
61.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64.900,
61.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,64.900,
61.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.700,
61.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.500,
61.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.500,
61.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.800,
61.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,65.100,
61.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.600,
61.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.600,
62.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.300,
62.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.300,
62.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66.200,
62.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32.100,
62.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32.100,
62.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32.100,
62.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.300,
62.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.300,
62.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.300,
62.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35.700,
63.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35.700,
63.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35.700,
63.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35.700,
63.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35.700,
63.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35.700,
63.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35.700,
63.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35.700,
63.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35.700,
63.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35.700,
63.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.100,
64.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.100,
64.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.700,
64.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.700,
64.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62.600,
64.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62.200,
64.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66.100,
