Time,Ultrasonic_p2_01,Ultrasonic_p2_02,Ultrasonic_p2_03,Ultrasonic_p2_04,Ultrasonic_p2_05,Ultrasonic_p2_06,Ultrasonic_p2_07,Ultrasonic_p2_08,Ultrasonic_p2_09,Ultrasonic_p2_10,Ultrasonic_p2_11,Ultrasonic_p2_12,Ultrasonic_p2_13,Ultrasonic_p2_14,Ultrasonic_p2_15,Ultrasonic_p2_16,Ultrasonic_p2_17
98.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.200,
98.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.400,
98.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.500,
98.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.100,
98.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61.600,
98.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.000,
98.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.100,
98.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,69.800,
99.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.600,
99.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.600,
99.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.800,
99.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.600,
99.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.000,
99.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.400,
99.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.100,
99.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.500,
99.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.000,
99.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.000,
100.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.500,
100.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.900,
100.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.900,
100.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.400,
100.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.800,
100.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.300,
100.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.700,
100.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.600,
100.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.600,
100.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.300,
101.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.800,
101.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.800,
101.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.500,
101.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.700,
101.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.300,
101.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.300,
101.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.300,
101.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.300,
101.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.100,
101.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.100,
102.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.300,
102.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.300,
102.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61.400,
102.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.200,
102.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.500,
102.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.500,
102.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.500,
102.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.300,
102.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.900,
102.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.500,
103.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,69.800,
103.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,69.800,
103.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,69.800,
103.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.800,
103.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.300,
103.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.400,
103.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.800,
103.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45.400,
103.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.900,
103.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.300,
104.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45.400,
104.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.100,
104.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.000,
104.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.100,
104.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.900,
104.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.600,
104.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.200,
104.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.800,
104.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.600,
104.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45.200,
105.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.300,
105.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45.400,
105.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.100,
105.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.000,
105.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.400,
105.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44.800,
105.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.000,
105.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.000,
105.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.500,
105.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45.400,
106.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.000,
106.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.400,
106.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.400,
106.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.100,
106.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.100,
106.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.700,
106.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.900,
106.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.900,
106.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.100,
106.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.500,
107.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.900,
107.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.300,
107.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.400,
107.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.300,
107.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.100,
107.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.600,
107.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.200,
107.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.600,
107.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.700,
107.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.700,
108.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.500,
108.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.400,
108.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.000,
108.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.700,
108.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.500,
108.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.400,
108.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.400,
108.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.400,
108.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.800,
108.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.600,
109.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.100,
109.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.100,
109.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.600,
109.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.900,
109.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.300,
109.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.400,
109.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45.600,
109.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.700,
109.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.700,
109.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.400,
110.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.900,
110.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.900,
110.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.400,
110.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.500,
110.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.100,
110.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.000,
110.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.100,
110.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32.600,
110.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.300,
110.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.700,
111.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.700,
111.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.800,
111.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.900,
111.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.300,
111.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.300,
111.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.300,
111.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.500,
111.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.500,
111.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.500,
111.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.600,
112.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.600,
112.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.100,
112.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.700,
112.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.100,
112.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.700,
112.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.000,
112.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.000,
112.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.000,
112.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.600,
112.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.100,
113.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.100,
113.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.800,
113.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.700,
113.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.700,
113.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33.400,
113.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44.800,
113.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.200,
113.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43.400,
113.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45.200,
113.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.100,
114.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44.300,
114.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,43.900,
114.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.600,
114.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.900,
114.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.000,
114.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.400,
114.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45.200,
114.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.000,
114.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.400,
114.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44.300,
115.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44.300,
115.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.000,
115.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.300,
115.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.300,
115.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.600,
115.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.600,
115.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.300,
115.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45.600,
115.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.900,
115.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.400,
116.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.100,
116.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.800,
116.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.900,
116.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.600,
116.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62.400,
116.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.100,
116.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.400,
116.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.600,
116.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.300,
116.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.800,
117.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.000,
117.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.000,
117.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.000,
117.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.100,
117.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.100,
117.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.900,
117.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61.700,
117.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.400,
117.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.600,
117.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45.400,
118.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45.400,
118.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.400,
118.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.600,
118.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.400,
118.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.400,
118.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.400,
118.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.700,
118.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45.500,
118.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.100,
118.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.400,
119.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.400,
119.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.400,
119.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.400,
119.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.400,
119.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.900,
119.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45.400,
119.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45.400,
119.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.800,
119.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.000,
119.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.900,
120.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.500,
120.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.600,
120.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.500,
120.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,66.600,
120.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.300,
120.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.300,
120.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.300,
120.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.400,
120.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.500,
120.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.400,
121.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.400,
121.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.400,
121.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.000,
121.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.300,
121.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.900,
121.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45.600,
121.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45.600,
121.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.100,
121.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45.200,
121.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.200,
122.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45.600,
122.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45.200,
122.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.300,
122.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44.800,
122.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.900,
122.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.900,
122.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.100,
122.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44.800,
122.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45.200,
122.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.700,
123.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.900,
123.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.000,
123.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45.600,
123.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.900,
123.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44.300,
123.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.000,
123.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.400,
123.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.400,
123.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45.400,
123.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.300,
124.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.300,
124.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.400,
124.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.400,
124.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.300,
124.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,48.300,
124.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.900,
124.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61.800,
124.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61.800,
124.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.200,
124.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.200,
125.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,96.300,
125.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,96.300,
125.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.600,
125.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.600,
125.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.100,
125.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.100,
125.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.100,
125.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.200,
125.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,57.200,
125.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.200,
126.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.200,
126.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.800,
126.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44.800,
126.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44.800,
126.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44.800,
126.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.000,
126.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.000,
126.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44.700,
126.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44.700,
126.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.900,
127.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.900,
127.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.100,
127.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.100,
127.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.100,
127.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.100,
127.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.100,
127.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.100,
127.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.100,
127.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.100,
127.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.100,
128.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.100,
128.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.000,
128.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,77.000,
128.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.000,
128.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.400,
128.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.400,
128.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.400,
128.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.400,
128.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44.700,
128.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.600,
129.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,54.600,
129.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63.300,
129.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63.300,
129.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63.300,
129.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63.300,
129.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.700,
129.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.700,
129.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.700,
129.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.700,
129.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.700,
130.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.000,
130.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.000,
130.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63.400,
130.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63.400,
130.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,63.400,
130.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.300,
130.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,52.700,
130.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,72.600,
130.800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,72.600,
130.900,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,72.600,
131.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.700,
131.100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.800,
131.200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.100,
131.300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.100,
131.400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.100,
131.500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60.100,
131.600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61.600,
131.700,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61.600,
